name,team,pos,salary,dk_id,snapshot_ts
trevor etienne,CAR,,4500,43727430,2026-09-14T05:38:17.707035+00:00
kenny pickett,CAR,,4000,43727319,2026-09-14T05:38:17.707035+00:00
haynes king,CAR,,4000,43727320,2026-09-14T05:38:17.707035+00:00
ahmani marshall,CAR,,4000,43727508,2026-09-14T05:38:17.707035+00:00
aj dillon,CAR,,4000,43727612,2026-09-14T05:38:17.707035+00:00
anthony tyus,CAR,,4000,43727614,2026-09-14T05:38:17.707035+00:00
miles davis,CAR,,4000,43727616,2026-09-14T05:38:17.707035+00:00
xavier legette,CAR,,3700,43727768,2026-09-14T05:38:17.707035+00:00
john metchie,CAR,,3200,43727820,2026-09-14T05:38:17.707035+00:00
darren waller,CAR,,3200,43950122,2026-09-14T05:38:17.707035+00:00
chris brazzell,CAR,,3000,43728164,2026-09-14T05:38:17.707035+00:00
jimmy horn,CAR,,3000,43728166,2026-09-14T05:38:17.707035+00:00
brycen tremayne,CAR,,3000,43728168,2026-09-14T05:38:17.707035+00:00
david moore,CAR,,3000,43728170,2026-09-14T05:38:17.707035+00:00
dan chisena,CAR,,3000,43728172,2026-09-14T05:38:17.707035+00:00
ainias smith,CAR,,3000,43728174,2026-09-14T05:38:17.707035+00:00
ja'seem reed,CAR,,3000,43728176,2026-09-14T05:38:17.707035+00:00
malick meiga,CAR,,3000,43728178,2026-09-14T05:38:17.707035+00:00
gabriel benyard,CAR,,3000,43728212,2026-09-14T05:38:17.707035+00:00
casey washington,CAR,,3000,43728214,2026-09-14T05:38:17.707035+00:00
tommy tremble,CAR,,2900,43728280,2026-09-14T05:38:17.707035+00:00
ja'tavion sanders,CAR,,2700,43728294,2026-09-14T05:38:17.707035+00:00
mitchell evans,CAR,,2600,43728304,2026-09-14T05:38:17.707035+00:00
feleipe franks,CAR,,2500,43728504,2026-09-14T05:38:17.707035+00:00
james mitchell,CAR,,2500,43728506,2026-09-14T05:38:17.707035+00:00
caden prieskorn,CAR,,2500,43728508,2026-09-14T05:38:17.707035+00:00
CAR DST,CAR,DST,2500,43728543,2026-09-14T05:38:17.707035+00:00
emeka egbuka,TB,,6200,43727650,2026-09-14T05:38:17.707035+00:00
baker mayfield,TB,,5900,43727242,2026-09-14T05:38:17.707035+00:00
bucky irving,TB,,5700,43727360,2026-09-14T05:38:17.707035+00:00
kenny gainwell,TB,,5200,43727378,2026-09-14T05:38:17.707035+00:00
chris godwin,TB,,5200,43727684,2026-09-14T05:38:17.707035+00:00
sean tucker,TB,,4700,43727412,2026-09-14T05:38:17.707035+00:00
jalen mcmillan,TB,,4400,43727718,2026-09-14T05:38:17.707035+00:00
easton stick,TB,,4000,43727291,2026-09-14T05:38:17.707035+00:00
jake browning,TB,,4000,43727314,2026-09-14T05:38:17.707035+00:00
connor bazelak,TB,,4000,43727315,2026-09-14T05:38:17.707035+00:00
jalon daniels,TB,,4000,43727316,2026-09-14T05:38:17.707035+00:00
josh williams,TB,,4000,43727606,2026-09-14T05:38:17.707035+00:00
kadarius calloway,TB,,4000,43727608,2026-09-14T05:38:17.707035+00:00
cade otton,TB,,3700,43728244,2026-09-14T05:38:17.707035+00:00
ted hurst,TB,,3300,43727806,2026-09-14T05:38:17.707035+00:00
tez johnson,TB,,3100,43727836,2026-09-14T05:38:17.707035+00:00
jha'quan jackson,TB,,3000,43727884,2026-09-14T05:38:17.707035+00:00
kameron johnson,TB,,3000,43728140,2026-09-14T05:38:17.707035+00:00
david sills,TB,,3000,43728142,2026-09-14T05:38:17.707035+00:00
dennis houston,TB,,3000,43728144,2026-09-14T05:38:17.707035+00:00
garrett greene,TB,,3000,43728146,2026-09-14T05:38:17.707035+00:00
eric rivers,TB,,3000,43728148,2026-09-14T05:38:17.707035+00:00
dean patterson,TB,,3000,43728150,2026-09-14T05:38:17.707035+00:00
payne durham,TB,,2500,43728482,2026-09-14T05:38:17.707035+00:00
ko kieft,TB,,2500,43728484,2026-09-14T05:38:17.707035+00:00
bauer sharp,TB,,2500,43728486,2026-09-14T05:38:17.707035+00:00
devin culp,TB,,2500,43728488,2026-09-14T05:38:17.707035+00:00
evan deckers,TB,,2500,43728492,2026-09-14T05:38:17.707035+00:00
cj dippre,TB,,2500,44034639,2026-09-14T05:38:17.707035+00:00
TB DST,TB,DST,2600,43728541,2026-09-14T05:38:17.707035+00:00
ja'marr chase,CIN,,7800,43727632,2026-09-14T05:38:17.707035+00:00
chase brown,CIN,,7100,43727334,2026-09-14T05:38:17.707035+00:00
joe burrow,CIN,,6900,43727235,2026-09-14T05:38:17.707035+00:00
tee higgins,CIN,,6300,43727648,2026-09-14T05:38:17.707035+00:00
samaje perine,CIN,,4600,43727420,2026-09-14T05:38:17.707035+00:00
joe flacco,CIN,,4400,43727264,2026-09-14T05:38:17.707035+00:00
tahj brooks,CIN,,4100,43727462,2026-09-14T05:38:17.707035+00:00
josh johnson,CIN,,4000,43727278,2026-09-14T05:38:17.707035+00:00
sean clifford,CIN,,4000,43727279,2026-09-14T05:38:17.707035+00:00
gary brightwell,CIN,,4000,43727498,2026-09-14T05:38:17.707035+00:00
kendall milton,CIN,,4000,43727500,2026-09-14T05:38:17.707035+00:00
kentrel bullock,CIN,,4000,43727502,2026-09-14T05:38:17.707035+00:00
jamal haynes,CIN,,4000,43727504,2026-09-14T05:38:17.707035+00:00
andrei iosivas,CIN,,3300,43727798,2026-09-14T05:38:17.707035+00:00
colbie young,CIN,,3100,43727826,2026-09-14T05:38:17.707035+00:00
mike gesicki,CIN,,3100,43728264,2026-09-14T05:38:17.707035+00:00
charlie jones,CIN,,3000,43727902,2026-09-14T05:38:17.707035+00:00
ke'shawn williams,CIN,,3000,43727904,2026-09-14T05:38:17.707035+00:00
jordan moore,CIN,,3000,43727906,2026-09-14T05:38:17.707035+00:00
kendric pryor,CIN,,3000,43727908,2026-09-14T05:38:17.707035+00:00
xavier johnson,CIN,,3000,43727910,2026-09-14T05:38:17.707035+00:00
dohnte meyers,CIN,,3000,43727912,2026-09-14T05:38:17.707035+00:00
noah thomas,CIN,,3000,43727914,2026-09-14T05:38:17.707035+00:00
drew sample,CIN,,2600,43728302,2026-09-14T05:38:17.707035+00:00
erick all,CIN,,2500,43728338,2026-09-14T05:38:17.707035+00:00
tanner hudson,CIN,,2500,43728340,2026-09-14T05:38:17.707035+00:00
jack endries,CIN,,2500,43728342,2026-09-14T05:38:17.707035+00:00
josh kattus,CIN,,2500,43728346,2026-09-14T05:38:17.707035+00:00
william wagner,CIN,,2500,43728348,2026-09-14T05:38:17.707035+00:00
CIN DST,CIN,DST,2700,43728538,2026-09-14T05:38:17.707035+00:00
chris olave,NO,,6700,43727640,2026-09-14T05:38:17.707035+00:00
travis etienne,NO,,5900,43727356,2026-09-14T05:38:17.707035+00:00
tyler shough,NO,,5600,43727245,2026-09-14T05:38:17.707035+00:00
jordyn tyson,NO,,5100,43727688,2026-09-14T05:38:17.707035+00:00
alvin kamara,NO,,4900,43727394,2026-09-14T05:38:17.707035+00:00
devin neal,NO,,4400,43727436,2026-09-14T05:38:17.707035+00:00
spencer rattler,NO,,4000,43727299,2026-09-14T05:38:17.707035+00:00
zach wilson,NO,,4000,43727300,2026-09-14T05:38:17.707035+00:00
hunter dekkers,NO,,4000,43727301,2026-09-14T05:38:17.707035+00:00
kendre miller,NO,,4000,43727562,2026-09-14T05:38:17.707035+00:00
ty chandler,NO,,4000,43727564,2026-09-14T05:38:17.707035+00:00
audric estime,NO,,4000,43727566,2026-09-14T05:38:17.707035+00:00
cj donaldson,NO,,4000,43727568,2026-09-14T05:38:17.707035+00:00
zamir white,NO,,4000,44034605,2026-09-14T05:38:17.707035+00:00
juwan johnson,NO,,3700,43728242,2026-09-14T05:38:17.707035+00:00
devaughn vele,NO,,3500,43727780,2026-09-14T05:38:17.707035+00:00
cedric tillman,NO,,3400,43727784,2026-09-14T05:38:17.707035+00:00
noah fant,NO,,3200,43728262,2026-09-14T05:38:17.707035+00:00
bryce lance,NO,,3100,43727830,2026-09-14T05:38:17.707035+00:00
ja'lynn polk,NO,,3000,43728044,2026-09-14T05:38:17.707035+00:00
barion brown,NO,,3000,43728046,2026-09-14T05:38:17.707035+00:00
mason tipton,NO,,3000,43728048,2026-09-14T05:38:17.707035+00:00
trey palmer,NO,,3000,43728052,2026-09-14T05:38:17.707035+00:00
kevin austin,NO,,3000,43728056,2026-09-14T05:38:17.707035+00:00
jalen moreno-cropper,NO,,3000,43728058,2026-09-14T05:38:17.707035+00:00
brock rechsteiner,NO,,3000,43728060,2026-09-14T05:38:17.707035+00:00
kyrese rowan,NO,,3000,44104563,2026-09-14T05:38:17.707035+00:00
oscar delp,NO,,2700,43728292,2026-09-14T05:38:17.707035+00:00
moliki matavao,NO,,2500,43728424,2026-09-14T05:38:17.707035+00:00
treyton welch,NO,,2500,43728428,2026-09-14T05:38:17.707035+00:00
cody hardy,NO,,2500,43728430,2026-09-14T05:38:17.707035+00:00
zach wood,NO,,2500,43728432,2026-09-14T05:38:17.707035+00:00
stone smartt,NO,,2500,43728446,2026-09-14T05:38:17.707035+00:00
NO DST,NO,DST,2200,43728546,2026-09-14T05:38:17.707035+00:00
jahmyr gibbs,DET,,8000,43727326,2026-09-14T05:38:17.707035+00:00
amon-ra st brown,DET,,7500,43727634,2026-09-14T05:38:17.707035+00:00
jared goff,DET,,6000,43727241,2026-09-14T05:38:17.707035+00:00
jameson williams,DET,,6000,43727654,2026-09-14T05:38:17.707035+00:00
isiah pacheco,DET,,5000,43727390,2026-09-14T05:38:17.707035+00:00
sam laporta,DET,,4400,43728230,2026-09-14T05:38:17.707035+00:00
teddy bridgewater,DET,,4000,43727283,2026-09-14T05:38:17.707035+00:00
luke altmyer,DET,,4000,43727284,2026-09-14T05:38:17.707035+00:00
sione vaki,DET,,4000,43727516,2026-09-14T05:38:17.707035+00:00
jacob saylors,DET,,4000,43727518,2026-09-14T05:38:17.707035+00:00
jabari small,DET,,4000,43727520,2026-09-14T05:38:17.707035+00:00
kye robichaux,DET,,4000,43727522,2026-09-14T05:38:17.707035+00:00
joshua dobbs,DET,,4000,44034597,2026-09-14T05:38:17.707035+00:00
isaac teslaa,DET,,3900,43727740,2026-09-14T05:38:17.707035+00:00
jackson meeks,DET,,3000,43727930,2026-09-14T05:38:17.707035+00:00
dominic lovett,DET,,3000,43727932,2026-09-14T05:38:17.707035+00:00
cedrick wilson,DET,,3000,43727934,2026-09-14T05:38:17.707035+00:00
tom kennedy,DET,,3000,43727936,2026-09-14T05:38:17.707035+00:00
malik cunningham,DET,,3000,43727938,2026-09-14T05:38:17.707035+00:00
tay martin,DET,,3000,43727940,2026-09-14T05:38:17.707035+00:00
lucky jackson,DET,,3000,43727942,2026-09-14T05:38:17.707035+00:00
tarik black,DET,,3000,43727944,2026-09-14T05:38:17.707035+00:00
lawrence keys,DET,,3000,43727946,2026-09-14T05:38:17.707035+00:00
kendrick law,DET,,3000,43727948,2026-09-14T05:38:17.707035+00:00
brock wright,DET,,2900,43728276,2026-09-14T05:38:17.707035+00:00
tyler conklin,DET,,2500,43728360,2026-09-14T05:38:17.707035+00:00
zach horton,DET,,2500,43728362,2026-09-14T05:38:17.707035+00:00
thomas gordon,DET,,2500,43728364,2026-09-14T05:38:17.707035+00:00
miles kitselman,DET,,2500,43728366,2026-09-14T05:38:17.707035+00:00
DET DST,DET,DST,3200,43728528,2026-09-14T05:38:17.707035+00:00
james cook,BUF,,7200,43727332,2026-09-14T05:38:17.707035+00:00
josh allen,BUF,,7000,43727234,2026-09-14T05:38:17.707035+00:00
dj moore,BUF,,5600,43727668,2026-09-14T05:38:17.707035+00:00
khalil shakir,BUF,,4800,43727702,2026-09-14T05:38:17.707035+00:00
ray davis,BUF,,4600,43727418,2026-09-14T05:38:17.707035+00:00
dalton kincaid,BUF,,4600,43728226,2026-09-14T05:38:17.707035+00:00
ty johnson,BUF,,4200,43727454,2026-09-14T05:38:17.707035+00:00
kyle allen,BUF,,4000,43727272,2026-09-14T05:38:17.707035+00:00
shane buechele,BUF,,4000,43727273,2026-09-14T05:38:17.707035+00:00
frank gore,BUF,,4000,43727474,2026-09-14T05:38:17.707035+00:00
ian wheeler,BUF,,4000,43727476,2026-09-14T05:38:17.707035+00:00
jackson acker,BUF,,4000,43727478,2026-09-14T05:38:17.707035+00:00
ben vansumeren,BUF,,4000,43727480,2026-09-14T05:38:17.707035+00:00
keon coleman,BUF,,4000,43727734,2026-09-14T05:38:17.707035+00:00
joshua palmer,BUF,,3500,43727774,2026-09-14T05:38:17.707035+00:00
greg dortch,BUF,,3400,43727786,2026-09-14T05:38:17.707035+00:00
skyler bell,BUF,,3100,43727822,2026-09-14T05:38:17.707035+00:00
dawson knox,BUF,,3100,43728268,2026-09-14T05:38:17.707035+00:00
mecole hardman,BUF,,3000,43727854,2026-09-14T05:38:17.707035+00:00
tyrell shavers,BUF,,3000,43727856,2026-09-14T05:38:17.707035+00:00
trent sherfield,BUF,,3000,43727858,2026-09-14T05:38:17.707035+00:00
jalen virgil,BUF,,3000,43727860,2026-09-14T05:38:17.707035+00:00
stephen gosnell,BUF,,3000,43727862,2026-09-14T05:38:17.707035+00:00
mac dalena,BUF,,3000,43727864,2026-09-14T05:38:17.707035+00:00
max tomczak,BUF,,3000,43727866,2026-09-14T05:38:17.707035+00:00
ja'mori maclin,BUF,,3000,43727868,2026-09-14T05:38:17.707035+00:00
quentin skinner,BUF,,3000,43727870,2026-09-14T05:38:17.707035+00:00
jackson hawes,BUF,,2500,43728318,2026-09-14T05:38:17.707035+00:00
shane zylstra,BUF,,2500,43728320,2026-09-14T05:38:17.707035+00:00
keleki latu,BUF,,2500,43728322,2026-09-14T05:38:17.707035+00:00
BUF DST,BUF,DST,3100,43728530,2026-09-14T05:38:17.707035+00:00
nico collins,HOU,,7000,43727638,2026-09-14T05:38:17.707035+00:00
david montgomery,HOU,,6000,43727354,2026-09-14T05:38:17.707035+00:00
cj stroud,HOU,,5200,43727250,2026-09-14T05:38:17.707035+00:00
woody marks,HOU,,5000,43727388,2026-09-14T05:38:17.707035+00:00
jawhar jordan,HOU,,4500,43727424,2026-09-14T05:38:17.707035+00:00
jayden higgins,HOU,,4500,43727712,2026-09-14T05:38:17.707035+00:00
kayshon boutte,HOU,,4500,43950120,2026-09-14T05:38:17.707035+00:00
davis mills,HOU,,4200,43727267,2026-09-14T05:38:17.707035+00:00
graham mertz,HOU,,4000,43727274,2026-09-14T05:38:17.707035+00:00
mark gronowski,HOU,,4000,43727296,2026-09-14T05:38:17.707035+00:00
british brooks,HOU,,4000,43727482,2026-09-14T05:38:17.707035+00:00
noah whittington,HOU,,4000,43727484,2026-09-14T05:38:17.707035+00:00
joshua pitsenberger,HOU,,4000,43727488,2026-09-14T05:38:17.707035+00:00
tank dell,HOU,,3700,43727752,2026-09-14T05:38:17.707035+00:00
jaylin noel,HOU,,3600,43727762,2026-09-14T05:38:17.707035+00:00
dalton schultz,HOU,,3400,43728252,2026-09-14T05:38:17.707035+00:00
xavier hutchinson,HOU,,3200,43727810,2026-09-14T05:38:17.707035+00:00
lewis bond,HOU,,3000,43727872,2026-09-14T05:38:17.707035+00:00
justin watson,HOU,,3000,43727874,2026-09-14T05:38:17.707035+00:00
josh kelly,HOU,,3000,43727876,2026-09-14T05:38:17.707035+00:00
jared wayne,HOU,,3000,43727878,2026-09-14T05:38:17.707035+00:00
treyvhon saunders,HOU,,3000,43727880,2026-09-14T05:38:17.707035+00:00
daniel sobkowicz,HOU,,3000,43727882,2026-09-14T05:38:17.707035+00:00
dj turner,HOU,,3000,43727886,2026-09-14T05:38:17.707035+00:00
mitch tinsley,HOU,,3000,43727900,2026-09-14T05:38:17.707035+00:00
marlin klein,HOU,,2700,43728296,2026-09-14T05:38:17.707035+00:00
foster moreau,HOU,,2600,43728300,2026-09-14T05:38:17.707035+00:00
brevin jordan,HOU,,2500,43728324,2026-09-14T05:38:17.707035+00:00
cade stover,HOU,,2500,43728326,2026-09-14T05:38:17.707035+00:00
layne pryor,HOU,,2500,43728328,2026-09-14T05:38:17.707035+00:00
zaire mitchell-paden,HOU,,2500,43728426,2026-09-14T05:38:17.707035+00:00
HOU DST,HOU,DST,2900,43728534,2026-09-14T05:38:17.707035+00:00
lamar jackson,BAL,,6800,43727236,2026-09-14T05:38:17.707035+00:00
derrick henry,BAL,,6700,43727342,2026-09-14T05:38:17.707035+00:00
zay flowers,BAL,,6400,43727646,2026-09-14T05:38:17.707035+00:00
tyler huntley,BAL,,4300,43727266,2026-09-14T05:38:17.707035+00:00
justice hill,BAL,,4200,43727450,2026-09-14T05:38:17.707035+00:00
rasheen ali,BAL,,4200,43727458,2026-09-14T05:38:17.707035+00:00
joe fagnano,BAL,,4000,43727323,2026-09-14T05:38:17.707035+00:00
skylar thompson,BAL,,4000,43727324,2026-09-14T05:38:17.707035+00:00
adam randall,BAL,,4000,43727624,2026-09-14T05:38:17.707035+00:00
dontae mcmillan,BAL,,4000,43727626,2026-09-14T05:38:17.707035+00:00
elijah tau-tolliver,BAL,,4000,43727628,2026-09-14T05:38:17.707035+00:00
lucas scott,BAL,,4000,43727630,2026-09-14T05:38:17.707035+00:00
jonathan ward,BAL,,4000,44034613,2026-09-14T05:38:17.707035+00:00
rashod bateman,BAL,,3900,43727742,2026-09-14T05:38:17.707035+00:00
mark andrews,BAL,,3900,43728238,2026-09-14T05:38:17.707035+00:00
elijah sarratt,BAL,,3400,43727794,2026-09-14T05:38:17.707035+00:00
devontez walker,BAL,,3200,43727808,2026-09-14T05:38:17.707035+00:00
ja'kobi lane,BAL,,3100,43727840,2026-09-14T05:38:17.707035+00:00
chris moore,BAL,,3000,43728198,2026-09-14T05:38:17.707035+00:00
lajohntay wester,BAL,,3000,43728200,2026-09-14T05:38:17.707035+00:00
dayton wade,BAL,,3000,43728202,2026-09-14T05:38:17.707035+00:00
cornelius johnson,BAL,,3000,43728204,2026-09-14T05:38:17.707035+00:00
xavier guillory,BAL,,3000,43728206,2026-09-14T05:38:17.707035+00:00
cortez braham,BAL,,3000,43728208,2026-09-14T05:38:17.707035+00:00
octavian smith,BAL,,3000,43728210,2026-09-14T05:38:17.707035+00:00
durham smythe,BAL,,2500,43728518,2026-09-14T05:38:17.707035+00:00
matt hibner,BAL,,2500,43728520,2026-09-14T05:38:17.707035+00:00
josh cuevas,BAL,,2500,43728522,2026-09-14T05:38:17.707035+00:00
ty pezza,BAL,,2500,43728524,2026-09-14T05:38:17.707035+00:00
nick vannett,BAL,,2500,44034645,2026-09-14T05:38:17.707035+00:00
BAL DST,BAL,DST,3000,43728533,2026-09-14T05:38:17.707035+00:00
jonathan taylor,IND,,7300,43727330,2026-09-14T05:38:17.707035+00:00
alec pierce,IND,,5700,43727666,2026-09-14T05:38:17.707035+00:00
daniel jones,IND,,5400,43727247,2026-09-14T05:38:17.707035+00:00
josh downs,IND,,5200,43727686,2026-09-14T05:38:17.707035+00:00
anthony richardson,IND,,4900,43727256,2026-09-14T05:38:17.707035+00:00
tyler warren,IND,,4900,43728222,2026-09-14T05:38:17.707035+00:00
keenan allen,IND,,4700,43950118,2026-09-14T05:38:17.707035+00:00
riley leonard,IND,,4400,43727265,2026-09-14T05:38:17.707035+00:00
dj giddens,IND,,4300,43727442,2026-09-14T05:38:17.707035+00:00
seth mcgowan,IND,,4300,43727444,2026-09-14T05:38:17.707035+00:00
davon booth,IND,,4000,43727510,2026-09-14T05:38:17.707035+00:00
ulysses bentley,IND,,4000,43727536,2026-09-14T05:38:17.707035+00:00
anderson castle,IND,,4000,43727538,2026-09-14T05:38:17.707035+00:00
nick westbrook-ikhine,IND,,3700,43727754,2026-09-14T05:38:17.707035+00:00
deion burks,IND,,3500,43727776,2026-09-14T05:38:17.707035+00:00
ashton dulin,IND,,3200,43727814,2026-09-14T05:38:17.707035+00:00
anthony gould,IND,,3000,43727978,2026-09-14T05:38:17.707035+00:00
laquon treadwell,IND,,3000,43727980,2026-09-14T05:38:17.707035+00:00
coleman owen,IND,,3000,43727982,2026-09-14T05:38:17.707035+00:00
eli pancol,IND,,3000,43727984,2026-09-14T05:38:17.707035+00:00
sahmir hagans,IND,,3000,43727986,2026-09-14T05:38:17.707035+00:00
ej horton,IND,,3000,43727988,2026-09-14T05:38:17.707035+00:00
raylen sharpe,IND,,3000,43727990,2026-09-14T05:38:17.707035+00:00
mo alie-cox,IND,,2500,43728388,2026-09-14T05:38:17.707035+00:00
drew ogletree,IND,,2500,43728390,2026-09-14T05:38:17.707035+00:00
will mallory,IND,,2500,43728392,2026-09-14T05:38:17.707035+00:00
sean mckeon,IND,,2500,43728394,2026-09-14T05:38:17.707035+00:00
carson towt,IND,,2500,43728396,2026-09-14T05:38:17.707035+00:00
jj galbreath,IND,,2500,43728472,2026-09-14T05:38:17.707035+00:00
kenny fletcher,IND,,2500,43728490,2026-09-14T05:38:17.707035+00:00
pharaoh brown,IND,,2500,44034629,2026-09-14T05:38:17.707035+00:00
IND DST,IND,DST,2400,43728544,2026-09-14T05:38:17.707035+00:00
quinshon judkins,CLE,,5500,43727364,2026-09-14T05:38:17.707035+00:00
deshaun watson,CLE,,4700,43727259,2026-09-14T05:38:17.707035+00:00
shedeur sanders,CLE,,4700,43727260,2026-09-14T05:38:17.707035+00:00
dylan sampson,CLE,,4700,43727414,2026-09-14T05:38:17.707035+00:00
kc concepcion,CLE,,4600,43727710,2026-09-14T05:38:17.707035+00:00
denzel boston,CLE,,4400,43727716,2026-09-14T05:38:17.707035+00:00
harold fannin,CLE,,4200,43728232,2026-09-14T05:38:17.707035+00:00
jerry jeudy,CLE,,4100,43727730,2026-09-14T05:38:17.707035+00:00
dillon gabriel,CLE,,4000,43727280,2026-09-14T05:38:17.707035+00:00
taylen green,CLE,,4000,43727281,2026-09-14T05:38:17.707035+00:00
raheim sanders,CLE,,4000,43727506,2026-09-14T05:38:17.707035+00:00
tj harden,CLE,,4000,43727512,2026-09-14T05:38:17.707035+00:00
michael burton,CLE,,4000,43727514,2026-09-14T05:38:17.707035+00:00
jaleel mclaughlin,CLE,,4000,44034599,2026-09-14T05:38:17.707035+00:00
isaiah bond,CLE,,3300,43727800,2026-09-14T05:38:17.707035+00:00
tylan wallace,CLE,,3000,43727916,2026-09-14T05:38:17.707035+00:00
malachi corley,CLE,,3000,43727918,2026-09-14T05:38:17.707035+00:00
jamari thrash,CLE,,3000,43727920,2026-09-14T05:38:17.707035+00:00
gage larvadain,CLE,,3000,43727922,2026-09-14T05:38:17.707035+00:00
luke floriea,CLE,,3000,43727924,2026-09-14T05:38:17.707035+00:00
aaron anderson,CLE,,3000,43727926,2026-09-14T05:38:17.707035+00:00
kole wilson,CLE,,3000,43727928,2026-09-14T05:38:17.707035+00:00
bryce oliver,CLE,,3000,43727962,2026-09-14T05:38:17.707035+00:00
bub means,CLE,,3000,43728054,2026-09-14T05:38:17.707035+00:00
ben patterson,CLE,,3000,43728192,2026-09-14T05:38:17.707035+00:00
joe royer,CLE,,2500,43728350,2026-09-14T05:38:17.707035+00:00
jack stoll,CLE,,2500,43728352,2026-09-14T05:38:17.707035+00:00
blake whiteheart,CLE,,2500,43728354,2026-09-14T05:38:17.707035+00:00
carsen ryan,CLE,,2500,43728356,2026-09-14T05:38:17.707035+00:00
brenden bates,CLE,,2500,43728358,2026-09-14T05:38:17.707035+00:00
messiah swinson,CLE,,2500,43728372,2026-09-14T05:38:17.707035+00:00
dae'quan wright,CLE,,2500,43728452,2026-09-14T05:38:17.707035+00:00
CLE DST,CLE,DST,2100,43728547,2026-09-14T05:38:17.707035+00:00
trevor lawrence,JAX,,5800,43727243,2026-09-14T05:38:17.707035+00:00
bhayshul tuten,JAX,,5800,43727358,2026-09-14T05:38:17.707035+00:00
parker washington,JAX,,5600,43727670,2026-09-14T05:38:17.707035+00:00
brian thomas,JAX,,5500,43727672,2026-09-14T05:38:17.707035+00:00
chris rodriguez,JAX,,5100,43727386,2026-09-14T05:38:17.707035+00:00
jakobi meyers,JAX,,5000,43727692,2026-09-14T05:38:17.707035+00:00
lequint allen,JAX,,4300,43727448,2026-09-14T05:38:17.707035+00:00
quinn ewers,JAX,,4000,43727294,2026-09-14T05:38:17.707035+00:00
nick mullens,JAX,,4000,43727321,2026-09-14T05:38:17.707035+00:00
joey aguilar,JAX,,4000,43727322,2026-09-14T05:38:17.707035+00:00
ameer abdullah,JAX,,4000,43727618,2026-09-14T05:38:17.707035+00:00
j'mari taylor,JAX,,4000,43727622,2026-09-14T05:38:17.707035+00:00
brenton strange,JAX,,3600,43728246,2026-09-14T05:38:17.707035+00:00
travis hunter,JAX,,3400,43727792,2026-09-14T05:38:17.707035+00:00
josh cameron,JAX,,3000,43728180,2026-09-14T05:38:17.707035+00:00
cj williams,JAX,,3000,43728182,2026-09-14T05:38:17.707035+00:00
tim jones,JAX,,3000,43728184,2026-09-14T05:38:17.707035+00:00
austin trammell,JAX,,3000,43728186,2026-09-14T05:38:17.707035+00:00
chandler brayboy,JAX,,3000,43728188,2026-09-14T05:38:17.707035+00:00
brady boyd,JAX,,3000,43728190,2026-09-14T05:38:17.707035+00:00
